Data_incidente;Latitudine;Longitudine;Centro_abitato;Tipo_di_strada;Caratteristiche_della_strada;Stato_fondo_stradale;Tipo_pavimentazione;Condizioni_meteo;Condizioni_traffico;Danni_a_cose;Incidente_con_lesioni;Inviata_ore;Sul_posto_ore;DIFF. Intervento
24/01/2023;4.115.532;1.676.858;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;12:15;12:25;10
24/01/2023;4.109.933;1.682.949;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;15:00;15:12;12
24/01/2023;41.119;1.688.954;si;Strada Urbana;Cavalcavia;Asciutto;Asfaltata;Sereno;Normale;no;si;15:10;15:20;10
24/01/2023;4.112.611;1.686.175;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
24/01/2023;4.112.963;1.686.801;si;Strada Urbana;Pianeggiante;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:00;00:00;0
24/01/2023;4.113.885;1.681.492;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;17:40;18:00;20
24/01/2023;4.116.143;1.675.081;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;18:30;18:40;10
24/01/2023;4.109.745;1.685.426;si;Strada Urbana;Rettilineo;Asciutto;Inghiaiata;Sereno;Intenso;no;no;18:45;19:00;15
24/01/2023;410.703.231;168.711.678;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;20:30;21:00;30
25/01/2023;4.108.816.924;16.832.925;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;08:35;09:00;25
25/01/2023;4.112.891;1.676.916;si;Provinciale entro l'abitato;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;si;si;10:26;10:35;9
25/01/2023;4.106.768;1.686.334;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;si;11:25;11:35;10
25/01/2023;4.111.993;1.687.073;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;11:15;11:25;10
25/01/2023;411.259;1.686.706;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;no;00:00;00:00;0
25/01/2023;4.111.577;1.682.138;no;Altra strada;Rotatoria;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;no;13:20;13:40;20
25/01/2023;4.105.361;1.686.623;si;Strada Urbana;Intersezione stradale segnalata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;no;14:30;14:40;10
25/01/2023;4.115.109;1.678.166;no;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;no;14:10;14:20;10
25/01/2023;4.113.755;1.676.527;si;Strada Urbana;Curva a visuale libera;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;15:00;15:15;15
25/01/2023;410.992.042;168.661.243;si;Strada Urbana;Intersezione stradale segnalata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;si;15:35;15:50;15
25/01/2023;4.113.328;1.682.854;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;16:50;17:00;10
25/01/2023;4.113.552;1.682.461;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;no;si;17:40;17:55;15
25/01/2023;4.112.562;1.684.863;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;19:20;19:30;10
26/01/2023;4.110.645;1.693.587;si;Strada Urbana;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Sereno;Scarso;si;no;02:30;02:40;10
26/01/2023;4.111.513;1.688.835;si;Strada Urbana;Pianeggiante;Bagnato (pioggia);Sterrata;Pioggia in atto;Normale;no;no;10:00;10:15;15
26/01/2023;4.109.894;1.688.926;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;00:00;00:00;0
26/01/2023;4.110.734;1.686.196;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;no;no;12:25;12:40;15
26/01/2023;4.109.755.881;168.555.367;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;no;si;14:15;14:45;30
26/01/2023;410.927.353;168.702.656;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;no;no;17:00;17:15;15
26/01/2023;4.110.701;1.686.514;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;19:00;19:10;10
26/01/2023;4.111.192;1.687.031;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;19:55;20:10;15
26/01/2023;4.110.692;168.626;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;22:15;22:30;15
26/01/2023;4.112.595;1.686.744;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;21:55;22:00;5
27/01/2023;411.235;1.681.432;si;Strada Urbana;Cavalcavia;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;07:50;08:00;10
27/01/2023;4.110.762.161;168.853.237;si;Strada Urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;no;no;09:15;09:25;10
27/01/2023;410.959;168.576;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Sereno;Normale;no;si;09:30;09:40;10
27/01/2023;4.110.593;1.688.136;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;11:45;11:50;5
27/01/2023;4.115.174;1.677.781;no;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;si;si;14:20;14:35;15
27/01/2023;411.209;1.687.382;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;no;15:55;16:10;15
27/01/2023;4.108.398;1.686.367;si;Strada Urbana;Rotatoria;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;16:15;16:25;10
27/01/2023;4.114.548;1.677.871;no;Comunale extraurbana;Rotatoria;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;18:15;18:20;5
27/01/2023;4.111.652;1.686.173;si;Strada Urbana;Intersezione non regolata/non segnalata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;si;21:20;21:30;10
27/01/2023;4.112.864;1.686.383;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;si;23:20;23:30;10
28/01/2023;4.110.281.225;1.688.277.892;si;Strada Urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;si;00:20;00:30;10
28/01/2023;4.111.232;1.686.843;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;no;00:00;00:00;0
28/01/2023;411.167;1.685.249;si;Strada Urbana;Sottopasso illuminato;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;01:56;02:00;4
28/01/2023;411.260.982;16.805.657;si;Strada Urbana;Rettilineo;Asciutto;Strada pavimentata dissestata;Nuvoloso;Scarso;no;no;02:50;03:05;15
28/01/2023;411.013.492;168.796.451;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;10:15;10:30;15
28/01/2023;4.112.447;1.682.134;no;Comunale extraurbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;10:40;10:50;10
28/01/2023;4.110.042;1.687.409;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;15:25;15:35;10
28/01/2023;4.111.816.769;1.686.098.178;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;16:15;16:30;15
28/01/2023;4.112.674;167.854;si;Strada Urbana;Curva a visuale libera;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;17:45;17:55;10
28/01/2023;4.110.672;1.687.364;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Intenso;no;no;19:30;19:40;10
28/01/2023;4.112.451;1.686.642;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;22:15;22:25;10
28/01/2023;4.112.188;1.687.704;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;23:13;23:20;7
29/01/2023;4.112.453;1.687.341;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:15;00:30;15
29/01/2023;4.112.354;1.686.099;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;04:30;04:40;10
29/01/2023;4.109.442;1.694.686;no;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;12:35;12:45;10
29/01/2023;410.875;1.698.653;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;si;si;17:10;17:20;10
29/01/2023;4.112.265.031;1.686.906.881;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;19:30;19:40;10
30/01/2023;4.112.412.583;1.686.092.664;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;02:05;00:00;-125
30/01/2023;4.110.922;1.687.694;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;10:15;10:30;15
30/01/2023;411.214;1.687.685;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;14:15;14:25;10
30/01/2023;410.881;1.685.277;si;Strada Urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;no;si;14:50;15:00;10
30/01/2023;4.110.904;1.684.272;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;si;no;16:15;16:20;5
30/01/2023;4.109.887;1.685.855;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;16:20;16:25;5
30/01/2023;4.110.719;1.687.152;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;19:30;19:40;10
30/01/2023;4.112.393;1.685.522;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;si;20:20;20:30;10
30/01/2023;4.106.196;1.686.907;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;15:00;15:15;15
31/01/2023;4.112.306;1.685.469;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;si;si;02:50;03:00;10
31/01/2023;4.112.354;1.680.543;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;00:00;00:00;0
31/01/2023;4.112.606;1.685.317;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;si;no;15:50;16:00;10
01/02/2023;4.112.233.692;1.686.346.022;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;08:55;09:10;15
01/02/2023;4.110.676;1.688.383;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;12:00;12:10;10
01/02/2023;410.869.843;1.686.725.563;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;13:20;13:35;15
01/02/2023;4.110.296;1.687.923;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;no;12:45;12:50;5
01/02/2023;4.110.105;1.686.465;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;15:50;16:05;15
01/02/2023;4.112.404;1.687.588;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;00:00;00:00;0
01/02/2023;4.107.497;1.687.595;si;Strada Urbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Intenso;no;si;16:10;16:20;10
01/02/2023;411.192.482;1.688.246.454;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;16:45;17:00;15
01/02/2023;4.110.774;1.687.184;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;19:55;20:10;15
01/02/2023;411.072.916;168.751.429;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;21:38;21:55;17
02/02/2023;411.223.319;168.745.345;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;02:25;02:33;8
02/02/2023;4.110.617.934;1.689.976.384;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;09:35;09:50;15
02/02/2023;4.109.924;1.688.066;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;14:00;14:15;15
02/02/2023;410.962.608;168.997.653;si;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;15:30;15:40;10
02/02/2023;411.167;1.686.698;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;15:10;15:15;5
02/02/2023;4.110.993;1.686.602;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;16:45;17:00;15
02/02/2023;4.113.377;1.682.688;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;23:30;23:40;10
03/02/2023;4.110.134;1.682.215;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;01:15;01:25;10
03/02/2023;4.111.438;1.685.125;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;no;09:05;09:15;10
03/02/2023;4.110.839;1.688.494;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;11:05;11:10;5
03/02/2023;410.905.282;168.389.025;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;12:10;12:20;10
03/02/2023;4.109.664;1.694.068;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;13:20;13:35;15
03/02/2023;411.532;1.677.359;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;15:00;15:15;15
03/02/2023;4.110.105;1.686.465;si;Strada Urbana;Intersezione semaforizzata;Sdrucciolevole (pietrisco);Strada pavimentata dissestata;Sereno;Normale;no;no;16:30;16:40;10
03/02/2023;411.042;1.686.713;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;17:50;18:05;15
03/02/2023;4.107.766;168.592;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
03/02/2023;4.113.889;1.681.426;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:30;18:40;10
03/02/2023;4.109.818;1.687.366;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;21:50;22:00;10
04/02/2023;4.112.404;1.687.409;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:00;00:00;0
04/02/2023;410.968;1.687.089;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;10:30;10:40;10
04/02/2023;4.108.115;1.686.344;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;no;no;13:15;13:20;5
04/02/2023;4.109.466;1.685.462;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Normale;no;si;17:40;17:45;5
04/02/2023;4.111.687;1.689.314;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Scarso;no;no;19:00;19:15;15
04/02/2023;411.229;1.685.258;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Vento forte;Normale;no;no;21:25;21:40;15
05/02/2023;4.107.366;1.686.124;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Vento forte;Scarso;no;no;00:45;00:51;6
05/02/2023;4.110.261;1.690.865;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Vento forte;Scarso;no;no;12:20;12:30;10
05/02/2023;4.112.214;1.687.149;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;16:02;16:10;8
05/02/2023;4.110.389;1.680.814;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Scarso;no;si;17:15;17:30;15
05/02/2023;41.106.065;168.817.203;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;si;23:25;23:35;10
06/02/2023;4.110.117.584;1.686.399.066;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;11:10;11:20;10
06/02/2023;4.111.383;168.966;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;11:30;11:35;5
06/02/2023;411.036.281;16.853.825;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;no;si;13:50;14:10;20
06/02/2023;411.125;1.683.022;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;15:35;15:50;15
06/02/2023;4.110.475.392;1.686.488.189;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;16:00;16:10;10
06/02/2023;4.112.231;1.686.321;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;21:00;21:05;5
06/02/2023;4.109.704;1.686.504;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;21:30;21:45;15
06/02/2023;4.112.356;1.681.086;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;23:15;23:30;15
07/02/2023;4.107.367.276;1.686.125.485;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Nuvoloso;Scarso;si;si;00:45;01:05;20
07/02/2023;4.110.609;1.688.163;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;10:56;11:08;12
07/02/2023;4.107.658;1.686.445;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;17:40;17:55;15
07/02/2023;4.109.424;1.685.456;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;19:05;19:23;18
07/02/2023;4.109.242;1.687.025;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;20:05;20:15;10
07/02/2023;4.111.716;1.685.036;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;si;si;23:15;23:25;10
08/02/2023;4.112.729;1.686.576;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;01:25;01:43;18
08/02/2023;411.135;1.683.187;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;08:50;09:05;15
08/02/2023;4.112.003;1.687.264;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;00:00;00:00;0
08/02/2023;4.109.444;1.687.205;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;17:30;17:40;10
08/02/2023;4.109.846;1.688.453;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;18:15;18:20;5
09/02/2023;4.111.274;1.686.828;si;Strada Urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;si;00:15;00:25;10
09/02/2023;4.111.654;1.686.485;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;11:00;11:10;10
09/02/2023;4.110.724;1.687.559;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;11:45;11:50;5
09/02/2023;4.110.695;1.686.003;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;13:45;14:02;17
09/02/2023;411.119.983;168.703.629;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;16:15;16:25;10
09/02/2023;4.108.454;1.686.443;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;16:20;16:40;20
09/02/2023;4.110.161;1.692.828;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;17:45;18:00;15
09/02/2023;411.094.155;168.738.804;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;18:45;19:05;20
10/02/2023;4.111.825;167.883;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;11:50;12:00;10
10/02/2023;4.109.626;1.689.977;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;14:30;14:35;5
10/02/2023;4.110.276;1.687.776;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;15:40;15:51;11
10/02/2023;4.111.314;1.686.878;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;20:00;20:05;5
11/02/2023;4.116.316;1.674.706;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;06:05;06:15;10
11/02/2023;4.110.598;1.690.051;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;06:37;06:45;8
11/02/2023;4.109.041;1.688.649;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;11:20;11:25;5
11/02/2023;4.111.654.059;1.684.966.056;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;13:50;14:00;10
11/02/2023;4.111.967;1.686.575;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;no;14:45;14:50;5
11/02/2023;4.113.419;1.681.795;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;17:10;17:20;10
12/02/2023;4.110.281;168.716;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;si;10:50;10:52;2
12/02/2023;411.244.402;168.561.917;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;15:20;15:30;10
12/02/2023;4.107.635;1.683.162;no;Provinciale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;18:45;19:10;25
12/02/2023;4.108.396;1.689.679;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;18:40;18:45;5
13/02/2023;4.112.498;1.690.227;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;si;si;00:17;00:21;4
13/02/2023;4.112.169;1.687.512;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;00:40;00:46;6
13/02/2023;4.110.826;1.686.291;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;07:50;08:00;10
13/02/2023;4.111.453;16.862;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;11:00;11:10;10
13/02/2023;4.111.719;1.687.238;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;11:05;11:10;5
13/02/2023;4.112.269.664;1.685.195.124;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;16:50;17:10;20
14/02/2023;411.171.432;168.718.715;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;10:10;10:20;10
14/02/2023;41.123.059;168.546.889;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;10:20;10:30;10
14/02/2023;411.603;1.674.674;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;11:35;11:50;15
14/02/2023;4.111.842;1.684.218;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;12:15;12:35;20
14/02/2023;411.217.531;168.640.318;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;14:30;14:45;15
14/02/2023;4.114.909;1.676.883;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;no;17:05;17:20;15
14/02/2023;4.113.404;1.681.845;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:00;18:15;15
14/02/2023;4.112.329;1.685.538;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;20:40;20:45;5
14/02/2023;4.111.999;1.678.515;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;no;si;21:00;21:15;15
14/02/2023;4.111.634;1.686.867;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;22:15;22:20;5
15/02/2023;4.112.088.724;1.686.122.741;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;01:55;02:00;5
15/02/2023;410.694.626;168.705.848;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;07:00;07:10;10
15/02/2023;4.111.607;1.687.911;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;08:08;08:15;7
15/02/2023;4.109.046;1.687.009;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;08:00;08:10;10
15/02/2023;411.194.534;168.624.404;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;09:45;10:00;15
15/02/2023;411.162;1.687.904;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;14:30;14:40;10
15/02/2023;4.115.398;167.818;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;15:45;15:50;5
15/02/2023;411.037.305;169.033.918;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;16:25;16:30;5
15/02/2023;4.113.149;1.683.468;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;16:20;16:30;10
15/02/2023;4.111.961;1.687.387;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;17:20;17:23;3
15/02/2023;4.106.472;1.686.615;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:00;18:20;20
15/02/2023;411.231;1.680.338;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;si;18:05;18:15;10
15/02/2023;4.110.687;1.685.985;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;18:35;19:05;30
15/02/2023;4.112.683;1.685.996;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;23:10;23:15;5
16/02/2023;4.112.204;1.685.197;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;07:00;07:10;10
16/02/2023;4.110.733;1.688.544;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;no;no;00:00;00:00;0
16/02/2023;4.109.386;1.688.325;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;no;08:50;09:00;10
16/02/2023;4.110.847.027;1.688.491.407;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;13:20;13:30;10
