Data_incidente;Latitudine;Longitudine;Centro_abitato;Tipo_di_strada;Caratteristiche_della_strada;Stato_fondo_stradale;Tipo_pavimentazione;Condizioni_meteo;Condizioni_traffico;Danni_a_cose;Incidente_con_lesioni;Inviata_ore;Sul_posto_ore;DIFF. Intervento
21/07/2023;4.112.273;1.685.195;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;18:45;18:50;5
21/07/2023;4.108.519;1.684.826;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;si;si;21:40;21:50;10
22/07/2023;410.927.353;168.702.656;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:00;00:00;0
22/07/2023;4.115.204;1.677.085;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;08:00;08:20;20
22/07/2023;4.113.192;1.684.434;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;08:23;08:40;17
22/07/2023;4.110.808;1.685.927;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;09:15;09:20;5
22/07/2023;4.111.056.875;1.686.908.181;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;17:35;17:40;5
22/07/2023;4.109.643;1.696.565;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;18:50;19:00;10
22/07/2023;41.107;1.682.063;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;19:20;19:40;20
22/07/2023;4.112.123.597;1.685.668.545;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;20:15;20:40;25
22/07/2023;4.111.596.997;1.687.614.286;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;22:10;22:20;10
23/07/2023;4.112.017;1.688.616;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;00:55;01:00;5
23/07/2023;4.110.487;1.685.981;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;02:10;02:20;10
23/07/2023;4.112.199;168.643;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;no;02:10;02:15;5
23/07/2023;4.110.998;1.689.041;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;no;no;10:30;10:40;10
23/07/2023;4.111.343;169.116;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;11:25;11:30;5
23/07/2023;4.115.862;1.676.238;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;12:40;12:45;5
23/07/2023;4.110.698;1.682.107;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;14:28;14:33;5
23/07/2023;411.250.628;168.241.751;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;21:35;21:47;12
24/07/2023;411.015;1.685.932;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;si;si;00:45;00:50;5
24/07/2023;4.113.419;1.682.575;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;08:15;08:20;5
24/07/2023;4.110.724.386;1.686.221.382;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;08:35;08:45;10
24/07/2023;4.111.685;1.681.435;no;Comunale extraurbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;si;09:00;10:00;60
24/07/2023;411.207.654;168.844.113;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;11:25;11:35;10
24/07/2023;41.118;168.577;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;12:10;12:20;10
24/07/2023;4.112.082;1.686.006;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;14:15;14:30;15
24/07/2023;4.109.217;1.687.019;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;14:25;14:40;15
24/07/2023;4.110.517;1.685.024;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;16:15;16:30;15
24/07/2023;4.115.003;1.676.643;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;17:40;17:50;10
24/07/2023;4.111.855;168.698;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Intenso;no;no;18:00;18:18;18
24/07/2023;4.112.231;1.686.321;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:25;18:30;5
24/07/2023;4.116.573;1.674.849;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;18:50;19:10;20
24/07/2023;4.111.831;168.652;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;19:45;20:00;15
24/07/2023;411.007;1.685.648;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;19:55;20:15;20
24/07/2023;4.110.712;1.687.285;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;20:15;20:25;10
24/07/2023;411.254.877;1.687.205.424;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:20;00:40;20
25/07/2023;4.109.466;1.695.722;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;01:47;02:00;13
25/07/2023;4.110.607;1.691.646;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;09:10;09:25;15
25/07/2023;4.116.028;1.676.705;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
25/07/2023;4.110.673;1.691.492;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;00:00;00:00;0
25/07/2023;4.112.316;1.687.261;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;13:45;14:00;15
25/07/2023;4.113.403;168.311;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;16:30;16:35;5
25/07/2023;411.224.197;168.782.138;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;17:35;17:45;10
25/07/2023;4.112.767;1.684.011;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;18:10;18:30;20
26/07/2023;410.600.142;168.694.838;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:25;00:35;10
26/07/2023;4.111.009;1.686.231;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;10:30;10:40;10
26/07/2023;4.112.916;1.685.181;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;10:10;10:15;5
26/07/2023;411.092;1.689.262;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;10:20;10:30;10
26/07/2023;4.110.461;1.688.029;si;Strada Urbana;Pendenza;Asciutto;Asfaltata;Sereno;Scarso;no;no;11:20;11:30;10
26/07/2023;4.116.426;1.674.261;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
26/07/2023;4.109.007;1.685.713;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;17:00;17:10;10
26/07/2023;4.109.626;1.689.977;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;17:20;17:25;5
26/07/2023;4.109.026;1.685.494;si;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;17:20;17:25;5
26/07/2023;41.134;1.684.434;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;no;no;17:55;18:00;5
26/07/2023;4.110.896;1.685.602;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;20:20;20:26;6
26/07/2023;4.108.096.419;1.686.933.518;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;20:40;20:55;15
27/07/2023;4.111.743;1.687.548;si;Strada Urbana;Intersezione stradale segnalata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;no;00:20;00:30;10
27/07/2023;410.729.078;168.711.467;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;09:45;09:55;10
27/07/2023;4.112.491;1.687.422;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:00;00:00;0
27/07/2023;411.011.225;168.646.405;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;15:55;16:05;10
27/07/2023;411.311;167.723;si;Provinciale entro l'abitato;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
27/07/2023;4.110.881.283;1.684.256.033;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;16:00;16:15;15
27/07/2023;4.112.407;1.681.369;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;16:25;16:40;15
27/07/2023;4.112.095;1.687.433;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
27/07/2023;4.110.861;1.685.987;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;18:10;18:20;10
27/07/2023;4.112.242;1.687.817;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;19:45;20:00;15
28/07/2023;4.110.249;1.686.488;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;01:30;02:00;30
28/07/2023;4.111.023;1.685.351;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;10:10;10:25;15
28/07/2023;4.108.881;1.685.022;si;Strada Urbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Normale;no;si;12:10;12:20;10
28/07/2023;411.023.957;169.464.405;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;14:14;14:30;16
28/07/2023;4.111.436;1.687.944;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;16:15;16:35;20
28/07/2023;411.125;1.683.022;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;17:40;17:50;10
28/07/2023;4.112.146;1.688.212;si;Strada Urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Intenso;no;si;20:32;20:40;8
28/07/2023;4.112.415;1.682.719;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;22:00;22:25;25
28/07/2023;4.111.945;1.686.244;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;23:00;23:15;15
29/07/2023;4.111.039;1.693.011;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:00;00:00;0
29/07/2023;4.110.597;1.686.551;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;10:15;10:30;15
29/07/2023;4.112.531;1.681.521;no;Comunale extraurbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Scarso;no;si;11:10;11:20;10
29/07/2023;4.116.211;1.675.102;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
29/07/2023;411.069;1.684.711;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;18:10;18:25;15
29/07/2023;4.111.998;168.717;si;Strada Urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Normale;no;no;00:00;00:00;0
30/07/2023;4.108.111;1.686.346;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:20;00:30;10
30/07/2023;4.112.151;1.686.118;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;03:20;03:30;10
30/07/2023;4.112.202;1.685.197;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;si;06:40;06:50;10
30/07/2023;4.112.163;1.685.203;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;07:05;07:15;10
30/07/2023;4.113.707;1.681.536;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;00:00;00:00;0
30/07/2023;411.292;1.683.454;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;10:15;10:30;15
30/07/2023;4.112.105;1.687.069;si;Strada Urbana;Pianeggiante;Asciutto;Asfaltata;Sereno;Normale;no;no;12:50;13:00;10
30/07/2023;4.112.246;1.687.892;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:00;00:00;0
30/07/2023;4.112.082;1.686.006;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;14:56;15:02;6
31/07/2023;4.111.055;1.687.522;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:10;00:20;10
31/07/2023;4.112.084;1.687.257;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;02:30;02:40;10
31/07/2023;4.107.994;1.686.984;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;09:00;09:15;15
31/07/2023;4.110.081;1.683.419;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;13:30;13:45;15
31/07/2023;4.110.818;1.682.303;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;14:25;14:30;5
31/07/2023;4.113.089;1.682.891;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;17:10;17:45;35
31/07/2023;4.112.538;1.685.846;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;no;no;00:00;00:00;0
31/07/2023;4.108.403;1.686.501;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;si;18:40;18:50;10
31/07/2023;4.114.693;1.675.594;si;Strada Urbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Scarso;no;si;19:20;19:35;15
31/07/2023;4.110.761;1.691.242;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;19:20;19:30;10
31/07/2023;411.238.981;168.670.842;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;19:40;19:45;5
31/07/2023;4.110.898;1.685.578;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;20:15;20:30;15
31/07/2023;411.235;1.686.183;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;21:15;21:25;10
31/07/2023;411.038.498;168.736.009;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;21:30;21:40;10
01/08/2023;4.107.426.674;1.686.412.227;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;07:40;08:00;20
01/08/2023;4.111.003;1.689.024;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Intenso;no;si;00:00;00:00;0
01/08/2023;4.108.962;168.935;si;Statale entro l'abitato;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;no;si;08:30;08:45;15
01/08/2023;4.112.839;1.686.204;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;00:00;00:00;0
01/08/2023;4.111.246;1.687.368;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;11:30;11:39;9
01/08/2023;4.116.033;1.676.792;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;11:15;11:25;10
01/08/2023;4.112.077;1.685.904;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;12:00;12:30;30
01/08/2023;4.111.761;1.689.217;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;13:45;14:00;15
01/08/2023;4.111.085;1.685.094;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;14:45;14:55;10
01/08/2023;4.109.453;1.683.618;si;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;19:00;19:10;10
01/08/2023;4.111.345;1.691.183;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;23:10;23:20;10
02/08/2023;4.109.802.069;1.685.633.496;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;01:00;01:10;10
02/08/2023;4.112.578;1.686.515;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;no;01:25;01:35;10
02/08/2023;4.111.319;1.686.462;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;15:00;15:10;10
02/08/2023;411.171.432;168.718.715;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;09:40;09:55;15
02/08/2023;411.342;1.681.858;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;no;no;10:30;10:50;20
02/08/2023;4.112.757;1.684.764;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;13:00;13:05;5
02/08/2023;4.108.096;1.686.935;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;14:05;14:15;10
02/08/2023;4.111.714;1.687.187;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;14:25;14:40;15
02/08/2023;4.111.887;1.684.372;si;Strada Urbana;Sottopasso illuminato;Asciutto;Asfaltata;Sereno;Normale;no;no;20:40;20:45;5
02/08/2023;4.108.414;1.686.502;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;17:55;18:15;20
02/08/2023;4.112.524;1.685.325;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;18:45;18:50;5
02/08/2023;4.109.167;1.685.039;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;23:00;23:07;7
02/08/2023;411.256.801;168.665.608;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:10;00:18;8
03/08/2023;4.107.396;1.687.137;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;01:00;01:20;20
03/08/2023;4.112.692;168.583;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;08:00;08:15;15
03/08/2023;410.948;169.768;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;08:35;08:40;5
03/08/2023;4.113.453;1.677.915;si;Strada Urbana;Rotatoria;Viscido da liquidi oleosi;Asfaltata;Sereno;Intenso;no;no;08:55;09:10;15
03/08/2023;4.112.394;1.681.402;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;no;si;11:30;11:40;10
03/08/2023;4.112.876;1.686.487;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;11:40;12:00;20
03/08/2023;411.241;1.686.984;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;si;no;12:20;12:30;10
03/08/2023;4.112.083;1.680.551;no;Comunale extraurbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;no;no;15:10;15:30;20
03/08/2023;4.115.033;167.655;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;17:00;17:10;10
03/08/2023;4.107.059;1.687.134;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;17:20;17:35;15
03/08/2023;4.112.187;1.688.078;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;17:45;18:00;15
03/08/2023;4.109.253.519;1.696.157.826;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;22:15;22:30;15
03/08/2023;4.111.998;168.717;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:00;00:00;0
04/08/2023;4.111.194;1.682.912;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;05:02;20:59;957
04/08/2023;4.110.296;1.681.011;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;07:00;07:10;10
04/08/2023;4.110.439;1.681.596;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;09:20;09:40;20
04/08/2023;4.112.267;1.685.737;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;10:20;10:30;10
04/08/2023;4.110.723;1.687.529;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;11:00;11:05;5
04/08/2023;4.109.688.162;1.685.423.444;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;14:20;14:40;20
04/08/2023;4.112.855;1.683.635;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;11:50;12:10;20
04/08/2023;4.110.374;1.683.716;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;12:20;12:25;5
04/08/2023;4.109.867;1.690.684;no;Statale;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;no;si;16:30;16:40;10
04/08/2023;410.998.297;169.028.195;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;17:15;17:20;5
04/08/2023;4.113.712;1.681.533;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;17:45;17:55;10
04/08/2023;4.109.416;1.685.499;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;20:00;20:14;14
04/08/2023;4.109.322;1.685.654;si;Strada Urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
04/08/2023;4.109.807;1.695.007;si;Strada Urbana;Rettilineo;Asciutto;Sterrata;Sereno;Scarso;no;si;20:40;20:05;-35
04/08/2023;410.935;1.688.329;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;21:40;22:00;20
04/08/2023;4.115.953;1.676.239;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;22:40;22:45;5
05/08/2023;4.111.853.821;1.686.570.073;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;si;01:50;02:00;10
05/08/2023;4.111.025.266;1.689.052.858;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;no;11:30;11:40;10
05/08/2023;4.111.887;1.684.357;si;Strada Urbana;Sottopasso non illuminato;Asciutto;Asfaltata;Sereno;Normale;no;si;11:30;11:45;15
05/08/2023;4.109.006;1.687.138;no;Statale;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;no;si;11:45;11:55;10
05/08/2023;4.111.397;1.684.835;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;no;12:30;12:40;10
05/08/2023;4.111.664;1.689.231;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;17:15;17:30;15
05/08/2023;4.111.076;1.687.009;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;23:20;23:30;10
05/08/2023;4.112.082;1.686.006;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;23:55;23:59;4
06/08/2023;4.112.127;1.686.681;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;00:55;01:10;15
06/08/2023;4.113.448;1.676.935;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;no;10:00;10:20;20
06/08/2023;4.109.406;1.694.783;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;11:10;11:20;10
06/08/2023;4.109.213;1.688.349;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
06/08/2023;4.110.683;1.687.224;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;14:20;14:30;10
06/08/2023;4.112.059;1.685.613;si;Strada Urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Scarso;no;si;18:01;18:11;10
06/08/2023;4.111.084;168.972;si;Strada Urbana;Rettilineo;Asciutto;Con buche;Sereno;Scarso;no;si;19:10;19:20;10
06/08/2023;4.112.608;1.685.168;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;no;20:30;20:40;10
07/08/2023;41.107.292;168.625.049;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;09:15;09:25;10
07/08/2023;4.109.286.628;1.686.616.839;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;11:00;11:15;15
07/08/2023;411.349;1.676.959;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;11:05;11:10;5
07/08/2023;4.110.725;1.687.402;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;13:00;13:20;20
07/08/2023;4.112.347;1.685.954;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;15:00;15:15;15
08/08/2023;4.111.501;1.687.317;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;si;no;00:20;00:40;20
08/08/2023;411.132;1.686.869;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:45;00:55;10
08/08/2023;4.112.393;1.687.255;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;07:55;08:00;5
08/08/2023;411.059.827;169.005.115;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;no;no;11:34;11:45;11
08/08/2023;4.112.179;1.686.557;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;15:10;15:30;20
08/08/2023;4.113.296;1.682.226;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;18:50;19:00;10
08/08/2023;4.110.681;1.693.547;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;19:10;19:20;10
09/08/2023;4.110.452;1.686.584;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;01:40;01:50;10
09/08/2023;4.111.332;1.687.923;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;08:25;08:35;10
09/08/2023;4.113.847;1.680.931;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;08:50;09:00;10
